=====================
  Detection Session  
=====================
Name:		Mohamed Nour El-Din
Source:		/Session_2014_01_15_54172/[T][2014-01-15 15-02-52] Mohamed Nour El-Din.csv
Date:		2014-03-01 16:48:36
Trials:		10
PreTime:	4
RecTime:	4
PostTime:	4
Classifier:	KNN_LDA
AvgDetectTime:	0.133906531334
Triggers:	5086, 6736, 8385, 10035, 11685, 13335, 14984, 16634, 18283, 19933
Directions:	2, 2, 1, 1, 2, 1, 1, 1, 1, 1
ClassesTypes:	2, 1, 1, 2, 1, 2, 1, 2, 1, 2
ClassesNames:	RIGHT, LEFT

RawData:
Count,	F3,	FC5,	AF3,	F7,	T7,	P7,	O1,	O2,	P8,	T8,	F8,	AF4,	FC6,	F4,	Q_F3,	Q_FC5,	Q_AF3,	Q_F7,	Q_T7,	Q_P7,	Q_O1,	Q_O2,	Q_P8,	Q_T8,	Q_F8,	Q_AF4,	Q_FC6,	Q_F4,	GyroX,	GyroY
102,	8482,	8378,	8955,	8273,	7482,	8329,	7817,	8685,	8221,	8206,	8278,	8257,	8570,	8161,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.00,	13.11,	14.95,	1637,	1663
103,	8491,	8381,	8976,	8280,	7481,	8319,	7809,	8680,	8220,	8203,	8283,	8273,	8567,	8171,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.11,	14.95,	1637,	1662
104,	8476,	8372,	8960,	8274,	7509,	8307,	7794,	8662,	8203,	8195,	8265,	8259,	8538,	8152,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.13,	14.95,	1636,	1664
105,	8462,	8353,	8932,	8250,	7515,	8301,	7788,	8643,	8184,	8188,	8243,	8239,	8514,	8135,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.13,	14.93,	1636,	1662
106,	8459,	8356,	8934,	8246,	7492,	8309,	7796,	8644,	8192,	8187,	8249,	8246,	8510,	8139,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.01,	13.13,	14.93,	1634,	1662
107,	8463,	8362,	8948,	8255,	7464,	8309,	7788,	8649,	8196,	8188,	8257,	8250,	8500,	8139,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.13,	14.93,	1634,	1662
108,	8475,	8372,	8950,	8255,	7465,	8297,	7775,	8651,	8194,	8173,	8255,	8253,	8491,	8139,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.14,	14.93,	1631,	1660
109,	8477,	8387,	8951,	8270,	7497,	8303,	7790,	8661,	8212,	8170,	8259,	8264,	8490,	8145,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.14,	14.96,	1630,	1662
110,	8464,	8375,	8952,	8278,	7507,	8308,	7796,	8660,	8218,	8195,	8262,	8255,	8473,	8143,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.14,	14.96,	1627,	1662
111,	8450,	8355,	8936,	8256,	7487,	8288,	7776,	8645,	8192,	8201,	8247,	8229,	8447,	8131,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.14,	14.96,	1626,	1664
112,	8445,	8356,	8919,	8244,	7469,	8282,	7776,	8637,	8175,	8188,	8228,	8224,	8431,	8117,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.10,	14.96,	1624,	1664
113,	8456,	8375,	8934,	8268,	7481,	8310,	7805,	8648,	8201,	8200,	8248,	8244,	8432,	8126,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.10,	14.95,	1622,	1667
114,	8472,	8376,	8954,	8275,	7500,	8319,	7812,	8656,	8212,	8193,	8261,	8251,	8427,	8143,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.00,	13.10,	14.95,	1621,	1666
115,	8461,	8363,	8936,	8242,	7487,	8295,	7789,	8639,	8175,	8143,	8215,	8226,	8385,	8123,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.01,	13.10,	14.95,	1619,	1668
116,	8449,	8374,	8921,	8232,	7481,	8299,	7788,	8634,	8176,	8149,	8205,	8212,	8365,	8107,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.01,	13.10,	14.95,	1619,	1668
117,	8464,	8386,	8947,	8261,	7506,	8325,	7807,	8661,	8225,	8213,	8267,	8238,	8406,	8133,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.01,	13.10,	14.98,	1617,	1670
118,	8483,	8371,	8962,	8270,	7515,	8332,	7812,	8691,	8245,	8231,	8291,	8261,	8433,	8159,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.01,	13.10,	14.98,	1618,	1672
119,	8482,	8363,	8948,	8243,	7495,	8319,	7807,	8688,	8232,	8209,	8276,	8260,	8415,	8149,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.04,	13.10,	14.98,	1616,	1670
120,	8465,	8366,	8939,	8226,	7480,	8303,	7800,	8659,	8222,	8197,	8282,	8247,	8394,	8128,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.04,	13.10,	14.98,	1617,	1671
121,	8455,	8364,	8936,	8236,	7487,	8307,	7798,	8651,	8217,	8195,	8285,	8237,	8385,	8128,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.24,	0.04,	13.10,	14.96,	1616,	1668
122,	8458,	8366,	8927,	8231,	7500,	8324,	7801,	8657,	8217,	8201,	8269,	8238,	8379,	8140,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.04,	13.10,	14.96,	1615,	1669
123,	8465,	8364,	8918,	8212,	7500,	8324,	7803,	8655,	8228,	8218,	8266,	8241,	8381,	8143,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.04,	13.10,	14.96,	1615,	1671
124,	8467,	8355,	8918,	8215,	7500,	8315,	7808,	8662,	8236,	8225,	8277,	8243,	8383,	8141,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.04,	13.10,	14.96,	1615,	1673
125,	8462,	8356,	8924,	8232,	7502,	8309,	7805,	8664,	8224,	8205,	8276,	8242,	8368,	8141,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.04,	13.10,	14.95,	1615,	1670
126,	8465,	8365,	8929,	8234,	7488,	8306,	7797,	8654,	8221,	8193,	8262,	8240,	8353,	8147,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.04,	13.10,	14.95,	1615,	1666
127,	8477,	8381,	8937,	8233,	7476,	8310,	7801,	8662,	8235,	8207,	8246,	8246,	8356,	8156,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1617,	1660
0,	8471,	8356,	8918,	8236,	7504,	8325,	7821,	8668,	8234,	8175,	8245,	8235,	8338,	8140,	0.01,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1619,	1659
1,	8463,	8349,	8913,	8226,	7488,	8325,	7830,	8669,	8241,	8179,	8254,	8224,	8331,	8142,	0.01,	0.09,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1619,	1660
2,	8467,	8381,	8929,	8229,	7492,	8320,	7825,	8669,	8243,	8200,	8266,	8234,	8343,	8149,	0.01,	0.09,	14.71,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1621,	1663
3,	8471,	8387,	8931,	8239,	7505,	8325,	7820,	8671,	8251,	8197,	8260,	8242,	8345,	8148,	0.01,	0.09,	14.71,	2.01,	0.00,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1624,	1660
4,	8463,	8371,	8924,	8235,	7486,	8332,	7824,	8676,	8263,	8198,	8248,	8234,	8330,	8145,	0.01,	0.09,	14.71,	2.01,	1.19,	0.00,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1625,	1658
5,	8465,	8382,	8935,	8238,	7467,	8324,	7815,	8680,	8259,	8206,	8258,	8234,	8320,	8156,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	0.00,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1628,	1654
6,	8481,	8385,	8945,	8247,	7471,	8315,	7797,	8680,	8254,	8193,	8268,	8239,	8319,	8161,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	0.00,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1630,	1653
7,	8482,	8375,	8938,	8247,	7486,	8311,	7792,	8677,	8258,	8192,	8263,	8239,	8320,	8150,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	0.00,	0.00,	0.25,	0.01,	13.10,	14.95,	1632,	1654
8,	8471,	8379,	8931,	8240,	7489,	8296,	7783,	8652,	8242,	8201,	8261,	8238,	8316,	8140,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	0.00,	0.25,	0.01,	13.10,	14.95,	1633,	1657
9,	8481,	8382,	8937,	8241,	7478,	8299,	7780,	8643,	8229,	8194,	8270,	8248,	8315,	8150,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.10,	14.95,	1636,	1663
10,	8497,	8381,	8945,	8260,	7485,	8323,	7799,	8673,	8253,	8198,	8276,	8260,	8305,	8169,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.28,	0.01,	13.10,	14.95,	1636,	1664
11,	8486,	8390,	8926,	8258,	7491,	8319,	7799,	8673,	8261,	8211,	8257,	8245,	8280,	8161,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.28,	0.04,	13.10,	14.95,	1639,	1665
12,	8473,	8383,	8906,	8237,	7468,	8297,	7783,	8643,	8240,	8207,	8233,	8224,	8272,	8145,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.28,	0.04,	13.50,	14.95,	1639,	1664
13,	8490,	8372,	8924,	8239,	7464,	8304,	7792,	8647,	8246,	8206,	8249,	8237,	8282,	8147,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.28,	0.04,	13.50,	14.93,	1640,	1665
14,	8505,	8388,	8948,	8260,	7486,	8322,	7805,	8668,	8266,	8213,	8268,	8252,	8282,	8155,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.04,	13.50,	14.93,	1640,	1666
15,	8499,	8409,	8946,	8269,	7488,	8329,	7805,	8672,	8274,	8214,	8251,	8246,	8271,	8156,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1640,	1669
16,	8482,	8389,	8929,	8257,	7469,	8317,	7801,	8660,	8258,	8210,	8237,	8233,	8250,	8144,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1642,	1669
17,	8466,	8348,	8910,	8233,	7460,	8294,	7781,	8629,	8221,	8192,	8226,	8217,	8223,	8120,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1642,	1669
18,	8467,	8349,	8911,	8229,	7464,	8298,	7771,	8621,	8217,	8185,	8225,	8211,	8223,	8121,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1643,	1668
19,	8483,	8377,	8933,	8254,	7467,	8321,	7790,	8649,	8252,	8198,	8242,	8223,	8240,	8145,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1643,	1666
20,	8488,	8386,	8941,	8270,	7466,	8322,	7799,	8657,	8256,	8198,	8245,	8233,	8234,	8148,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1644,	1667
21,	8485,	8384,	8939,	8255,	7469,	8316,	7792,	8641,	8233,	8188,	8237,	8229,	8225,	8146,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1644,	1668
22,	8484,	8390,	8942,	8256,	7483,	8316,	7791,	8635,	8231,	8195,	8246,	8229,	8231,	8150,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1643,	1671
23,	8474,	8387,	8929,	8265,	7474,	8298,	7777,	8631,	8229,	8195,	8248,	8226,	8229,	8145,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1642,	1671
24,	8466,	8367,	8916,	8245,	7449,	8287,	7760,	8611,	8207,	8150,	8224,	8214,	8211,	8131,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1642,	1669
25,	8481,	8374,	8932,	8246,	7460,	8313,	7778,	8608,	8203,	8131,	8227,	8222,	8211,	8136,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1641,	1667
26,	8498,	8388,	8951,	8278,	7473,	8326,	7802,	8627,	8225,	8169,	8246,	8235,	8227,	8151,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1641,	1665
27,	8485,	8365,	8934,	8261,	7459,	8303,	7791,	8624,	8220,	8176,	8227,	8217,	8218,	8142,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1640,	1666
28,	8469,	8357,	8920,	8231,	7463,	8302,	7783,	8607,	8204,	8157,	8216,	8207,	8195,	8126,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1640,	1666
29,	8486,	8387,	8939,	8260,	7478,	8328,	7801,	8616,	8223,	8168,	8244,	8231,	8199,	8138,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1638,	1666
30,	8503,	8399,	8953,	8279,	7479,	8325,	7812,	8631,	8236,	8180,	8262,	8247,	8225,	8157,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1638,	1665
31,	8502,	8387,	8942,	8267,	7482,	8308,	7809,	8632,	8226,	8174,	8255,	8236,	8232,	8156,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1637,	1661
32,	8507,	8386,	8940,	8273,	7492,	8312,	7804,	8636,	8225,	8178,	8251,	8240,	8218,	8159,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1636,	1661
33,	8512,	8400,	8953,	8287,	7499,	8320,	7800,	8646,	8238,	8198,	8264,	8258,	8222,	8170,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1637,	1659
34,	8502,	8407,	8956,	8291,	7482,	8321,	7808,	8654,	8251,	8212,	8280,	8258,	8239,	8162,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1636,	1660
35,	8487,	8381,	8943,	8282,	7467,	8323,	7813,	8648,	8245,	8200,	8263,	8236,	8232,	8147,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1637,	1663
36,	8474,	8359,	8919,	8263,	7482,	8329,	7812,	8631,	8220,	8164,	8221,	8214,	8200,	8140,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1637,	1663
37,	8478,	8364,	8913,	8250,	7468,	8328,	7808,	8620,	8200,	8146,	8207,	8204,	8184,	8134,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1638,	1663
38,	8491,	8372,	8933,	8255,	7451,	8322,	7803,	8620,	8209,	8158,	8239,	8224,	8202,	8144,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1638,	1661
39,	8492,	8372,	8943,	8262,	7475,	8311,	7797,	8628,	8222,	8175,	8263,	8251,	8216,	8160,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1639,	1661
40,	8502,	8383,	8951,	8274,	7492,	8311,	7807,	8648,	8239,	8201,	8264,	8259,	8223,	8170,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1639,	1661
41,	8529,	8399,	8970,	8290,	7496,	8319,	7825,	8674,	8260,	8208,	8269,	8270,	8233,	8185,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1640,	1664
42,	8526,	8394,	8973,	8280,	7502,	8310,	7803,	8648,	8235,	8181,	8266,	8271,	8224,	8184,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1641,	1663
43,	8510,	8391,	8967,	8280,	7495,	8313,	7792,	8621,	8233,	8188,	8272,	8263,	8228,	8179,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1641,	1663
44,	8525,	8403,	8979,	8303,	7476,	8332,	7823,	8649,	8274,	8224,	8284,	8275,	8257,	8198,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1643,	1657
45,	8536,	8417,	8983,	8304,	7476,	8330,	7830,	8653,	8255,	8213,	8275,	8283,	8258,	8200,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1643,	1656
46,	8524,	8416,	8974,	8297,	7476,	8321,	7809,	8620,	8215,	8185,	8268,	8274,	8239,	8184,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1645,	1655
47,	8509,	8385,	8969,	8291,	7461,	8310,	7797,	8614,	8236,	8183,	8267,	8268,	8238,	8179,	0.01,	0.09,	14.71,	2.01,	1.19,	2.41,	4.16,	13.27,	8.28,	12.50,	0.25,	0.01,	13.50,	14.93,	1646,	1656
